user_id,exercise1,exercise2,exercise3,date,time,user_mbti
a1152,농구,풋살,헬스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1153,스쿼시,주짓수,스노보드,"월, 수, 목, 일",이른 오전,ISTJ
a1154,족구,스키,야구,토,"이른 오전, 오전, 늦은 오후, 밤",ISTP
a1155,헬스,수영,사이클,"수, 목, 금","이른 오전, 오전, 오후, 늦은 오후",ISTJ
a1156,인라인스케이트,골프/스크린골프,필라테스,"수, 금, 토","이른 오전, 오전, 오후, 저녁, 밤",ESFJ
a1157,야구,필라테스,마라톤,"월, 화, 금, 일","늦은 오후, 밤",INFJ
a1158,골프/스크린골프,농구,주짓수,"월, 화, 수, 금, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1159,태권도,테니스,클라이밍,"월, 화, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1160,테니스,주짓수,축구,"월, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1161,스키,유도,사이클,"월, 화, 일","오전, 늦은 오후, 저녁",ESFJ
a1162,인라인스케이트,탁구,서핑,"월, 토","이른 오전, 오전, 오후, 저녁",INTP
a1163,러닝,마라톤,야구,목,"늦은 오후, 저녁",ESFJ
a1164,골프/스크린골프,축구,사이클,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 밤",ESFJ
a1165,사이클,복싱,클라이밍,"월, 화, 목, 금, 토, 일",오후,ESFP
a1166,탁구,무에타이,유도,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1167,아이스스케이트,야구,인라인스케이트,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1168,러닝,축구,크로스핏,토,"이른 오전, 오후, 늦은 오후, 저녁",ISFJ
a1169,러닝,무에타이,아이스스케이트,"월, 화, 수, 목, 금, 토, 일","오후, 밤",ENFP
a1170,스노보드,풋살,스키,"월, 화, 수, 목, 금, 토, 일","오후, 저녁",ESFP
a1171,족구,러닝,필라테스,금,"늦은 오후, 밤",INTP
a1172,탁구,마라톤,헬스,"수, 목, 토, 일","이른 오전, 오전, 늦은 오후, 밤",ISFJ
a1173,보드,서핑,헬스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 밤",INFJ
a1174,마라톤,족구,아이스스케이트,"목, 토, 일","오전, 오후, 저녁",ESFJ
a1175,보드,인라인스케이트,야구,"월, 화, 수, 목, 금, 토, 일","오후, 저녁",ESFP
a1176,스키,축구,스노보드,화,"이른 오전, 오전, 오후",ISFP
a1177,스노보드,피구,마라톤,일,이른 오전,ISTP
a1178,사이클,스키,피구,"월, 화, 수, 목, 금, 토, 일","오전, 밤",ENFJ
a1179,보드,족구,수영,"수, 목, 토, 일","오후, 저녁, 밤",ESTJ
a1180,마라톤,스노보드,배구,"수, 토, 일","이른 오전, 오전, 오후, 저녁",ISFP
a1181,마라톤,축구,무에타이,"월, 화, 수, 목, 금, 토","이른 오전, 오후, 저녁, 밤",ISTJ
a1182,헬스,배구,골프/스크린골프,"월, 화, 수, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1183,태권도,스쿼시,스노보드,"월, 목, 토, 일","이른 오전, 오전, 늦은 오후, 저녁",ESFJ
a1184,등산,테니스,서핑,"월, 화, 수, 일","오전, 늦은 오후, 저녁, 밤",ISFJ
a1185,수영,아이스스케이트,풋살,"화, 금","오후, 저녁",ENTJ
a1186,풋살,클라이밍,아이스스케이트,"월, 화, 수, 목, 일","이른 오전, 오전, 저녁, 밤",ISTP
a1187,야구,스키,보드,"월, 화, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ESFP
a1188,농구,배드민턴,야구,"월, 화, 수, 금, 일","이른 오전, 늦은 오후, 밤",ENFP
a1189,발야구,무에타이,아이스스케이트,"월, 화, 수, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a1190,요가,피구,무에타이,"월, 화, 수, 목, 금, 토","이른 오전, 오전, 밤",ENFP
a1191,헬스,태권도,무에타이,"수, 목, 금, 토, 일","오전, 늦은 오후, 밤",ESTP
a1192,러닝,사이클,서핑,"월, 일",저녁,ESFJ
a1193,헬스,러닝,무에타이,"금, 토","늦은 오후, 저녁",INFP
a1194,클라이밍,마라톤,족구,일,"이른 오전, 오후, 저녁, 밤",ENTJ
a1195,필라테스,크로스핏,수영,"월, 화, 수, 목, 금, 토, 일",늦은 오후,INFP
a1196,야구,무에타이,볼링,"월, 화, 금, 토",오후,ISTP
a1197,보드,주짓수,복싱,"월, 화, 수, 목, 금, 토, 일","오후, 늦은 오후, 밤",ISFJ
a1198,아이스스케이트,서핑,러닝,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1199,클라이밍,피구,아이스스케이트,"목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ISTJ
a1200,테니스,러닝,태권도,"월, 화, 목, 금, 토, 일","오후, 저녁",ENTP
a1201,마라톤,스키,아이스스케이트,"월, 일","이른 오전, 오후, 늦은 오후, 저녁",INFJ
a1202,러닝,배드민턴,인라인스케이트,"월, 목","이른 오전, 오후, 늦은 오후",ENFJ
a1203,아이스스케이트,사이클,족구,"화, 수, 토","오전, 늦은 오후, 저녁",ISTP
a1204,마라톤,복싱,러닝,"화, 목, 금, 토",이른 오전,ESFJ
a1205,수영,복싱,아이스스케이트,"월, 화, 수, 목, 금","늦은 오후, 저녁, 밤",ISTJ
a1206,농구,탁구,볼링,"월, 화, 수, 금, 토, 일",이른 오전,INFP
a1207,서핑,골프/스크린골프,크로스핏,"화, 금","이른 오전, 오전, 저녁, 밤",INTJ
a1208,러닝,필라테스,족구,"수, 목",밤,ESFP
a1209,스노보드,헬스,농구,"월, 금","이른 오전, 저녁, 밤",ENFP
a1210,농구,배구,족구,"화, 수, 금, 토, 일","이른 오전, 오후",INFJ
a1211,사이클,요가,스노보드,"월, 화, 수, 목, 금, 일","이른 오전, 밤",ENTJ
a1212,축구,족구,크로스핏,"월, 화, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1213,풋살,등산,복싱,"월, 화, 수, 목, 금, 토, 일","오후, 늦은 오후",INFP
a1214,볼링,농구,크로스핏,"월, 금, 토","오후, 늦은 오후, 저녁, 밤",INTJ
a1215,서핑,등산,야구,"수, 목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1216,축구,주짓수,인라인스케이트,"월, 화, 수, 목, 금, 토, 일",늦은 오후,ISFP
a1217,러닝,스키,유도,"화, 수, 일","오전, 오후, 저녁",ESTP
a1218,복싱,필라테스,러닝,금,"오전, 밤",ESFP
a1219,피구,인라인스케이트,스노보드,수,"이른 오전, 오후, 저녁, 밤",ISTP
a1220,등산,족구,테니스,"월, 수, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",INTP
a1221,태권도,테니스,스키,월,밤,INTP
a1222,풋살,필라테스,배구,"월, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1223,마라톤,서핑,축구,"월, 화, 수, 목",오후,ENFP
a1224,피구,러닝,스노보드,"월, 수, 목, 금, 토, 일",이른 오전,ISTP
a1225,농구,유도,보드,"화, 토, 일","오전, 늦은 오후, 저녁, 밤",ISTP
a1226,농구,주짓수,탁구,"월, 수, 금, 토, 일","이른 오전, 늦은 오후, 저녁",ENTP
a1227,풋살,주짓수,아이스스케이트,금,"이른 오전, 오전, 오후, 늦은 오후, 밤",ISTJ
a1228,헬스,탁구,보드,"월, 수, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1229,족구,스키,골프/스크린골프,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후",ENTP
a1230,크로스핏,무에타이,아이스스케이트,"수, 목, 일","이른 오전, 오전, 오후, 저녁, 밤",ISFJ
a1231,골프/스크린골프,족구,배구,금,늦은 오후,ENTJ
a1232,야구,농구,스키,"월, 수, 금, 토, 일",오후,INTJ
a1233,배드민턴,필라테스,요가,"월, 화, 금, 일","이른 오전, 저녁, 밤",ENFP
a1234,인라인스케이트,스키,등산,"월, 화, 수, 목, 토, 일","이른 오전, 오전, 늦은 오후, 밤",INFP
a1235,사이클,배드민턴,풋살,"월, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 밤",ENTJ
a1236,스쿼시,배구,배드민턴,"월, 수, 토","오전, 저녁, 밤",ENFJ
a1237,유도,헬스,클라이밍,"월, 화, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1238,헬스,요가,태권도,"화, 목, 금",늦은 오후,ENFP
a1239,크로스핏,배구,테니스,"월, 화, 금, 토","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFJ
a1240,마라톤,헬스,요가,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFP
a1241,인라인스케이트,스키,발야구,월,"이른 오전, 저녁, 밤",ESFP
a1242,스키,야구,테니스,"월, 수, 금, 토",저녁,ENTP
a1243,축구,러닝,보드,"토, 일","이른 오전, 늦은 오후, 저녁",ESTJ
a1244,볼링,발야구,수영,"화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ISTJ
a1245,무에타이,요가,스쿼시,"화, 목, 일",오후,INFP
a1246,아이스스케이트,스노보드,골프/스크린골프,"화, 수, 목, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ISFJ
a1247,테니스,등산,골프/스크린골프,"수, 목, 금, 토, 일",저녁,ESTP
a1248,무에타이,테니스,크로스핏,"월, 수, 목, 금, 토, 일","늦은 오후, 저녁",ESTP
a1249,배구,러닝,스노보드,수,이른 오전,INTP
a1250,요가,풋살,러닝,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후",INTJ
a1251,스노보드,복싱,크로스핏,"월, 금, 토, 일",밤,ENTJ
a1252,크로스핏,탁구,유도,"월, 화, 목, 금, 토, 일","이른 오전, 오전",ENFJ
a1253,골프/스크린골프,스키,스쿼시,"월, 화, 수, 금, 토, 일","오전, 오후, 늦은 오후",ISTP
a1254,사이클,보드,배구,"월, 수, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1255,피구,러닝,주짓수,"월, 화, 수, 목, 토, 일",오후,ISTJ
a1256,발야구,필라테스,클라이밍,수,"이른 오전, 오전, 저녁",ENTJ
a1257,크로스핏,무에타이,테니스,"월, 수, 금, 토, 일","저녁, 밤",ESTJ
a1258,스노보드,무에타이,야구,일,늦은 오후,ESTP
a1259,필라테스,야구,주짓수,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁",INTJ
a1260,수영,스키,스노보드,금,오전,ENFJ
a1261,클라이밍,족구,아이스스케이트,"월, 화, 목, 금, 토, 일","오전, 늦은 오후",INFP
a1262,농구,수영,마라톤,목,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1263,스쿼시,족구,스노보드,"월, 수, 목, 금, 토, 일","오전, 오후, 저녁, 밤",ESTP
a1264,등산,피구,스쿼시,수,"이른 오전, 오전",ENFP
a1265,배드민턴,배구,피구,화,"오후, 밤",ENFJ
a1266,크로스핏,러닝,사이클,"화, 수, 일","오전, 저녁",ENFP
a1267,테니스,배구,보드,"수, 금, 일",늦은 오후,ESTP
a1268,주짓수,헬스,러닝,"월, 목","이른 오전, 저녁",ISFP
a1269,사이클,골프/스크린골프,무에타이,토,"이른 오전, 오전",ENFP
a1270,헬스,인라인스케이트,골프/스크린골프,"월, 화, 수, 목, 토, 일","이른 오전, 밤",ENFJ
a1271,유도,수영,크로스핏,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFP
a1272,크로스핏,유도,배구,"화, 수, 목","오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1273,유도,피구,복싱,수,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1274,크로스핏,클라이밍,배드민턴,"화, 금, 일","이른 오전, 저녁, 밤",INFP
a1275,골프/스크린골프,요가,족구,일,"이른 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a1276,등산,태권도,유도,"화, 목, 금, 일","이른 오전, 늦은 오후, 저녁, 밤",ENFJ
a1277,무에타이,사이클,스노보드,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a1278,수영,축구,스키,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFP
a1279,등산,볼링,풋살,"월, 수, 목, 금, 토","이른 오전, 오전, 늦은 오후",INTP
a1280,아이스스케이트,크로스핏,볼링,"월, 화, 수, 목, 금, 토, 일","늦은 오후, 저녁, 밤",ISFJ
a1281,스쿼시,필라테스,유도,"월, 화, 목, 토, 일",이른 오전,ISFP
a1282,인라인스케이트,배드민턴,보드,"화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1283,볼링,사이클,스쿼시,"월, 화, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1284,농구,풋살,유도,"월, 목, 금, 토",오후,ESTP
a1285,테니스,마라톤,태권도,"월, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1286,농구,태권도,축구,"월, 목","오후, 저녁",ESFP
a1287,무에타이,클라이밍,테니스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",ESFJ
a1288,야구,농구,축구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 밤",ENFP
a1289,농구,주짓수,유도,"월, 화, 수, 목, 금, 토",밤,ESFP
a1290,무에타이,골프/스크린골프,유도,"화, 수, 목, 금","이른 오전, 오전, 오후, 늦은 오후, 밤",ISTP
a1291,등산,테니스,크로스핏,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후",INFP
a1292,헬스,볼링,마라톤,토,"오전, 늦은 오후, 저녁",ISTJ
a1293,서핑,헬스,인라인스케이트,"목, 일",오후,INFJ
a1294,골프/스크린골프,유도,인라인스케이트,"월, 화, 수, 목, 금, 토, 일",늦은 오후,ISFJ
a1295,요가,헬스,축구,"목, 토","이른 오전, 오전, 오후, 늦은 오후, 밤",ESFJ
a1296,마라톤,인라인스케이트,스키,"월, 화, 수, 목, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",INFJ
a1297,무에타이,볼링,마라톤,"화, 수, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ESTJ
a1298,볼링,등산,필라테스,"월, 화","오후, 늦은 오후, 저녁",INFJ
a1299,인라인스케이트,족구,탁구,"월, 화, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ISFJ
a1300,스키,복싱,마라톤,일,저녁,ESFJ
a1301,인라인스케이트,농구,사이클,"월, 화, 수, 목, 금, 토, 일","저녁, 밤",INFP
a1302,서핑,볼링,헬스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1303,복싱,러닝,필라테스,"월, 수, 목",오전,ISFP
a1304,필라테스,배드민턴,헬스,"월, 화, 수, 금, 일","늦은 오후, 저녁, 밤",ENFP
a1305,러닝,복싱,탁구,목,"이른 오전, 오전, 오후",INFP
a1306,복싱,스쿼시,필라테스,월,"이른 오전, 늦은 오후, 저녁, 밤",ESTP
a1307,발야구,테니스,스쿼시,"월, 화, 수, 목, 금",저녁,ISFJ
a1308,축구,피구,스노보드,"화, 수, 금, 토","오후, 밤",ENFP
a1309,배구,사이클,탁구,"월, 수, 금, 일","이른 오전, 오후, 늦은 오후, 저녁",ESFJ
a1310,스키,태권도,발야구,"월, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1311,헬스,스쿼시,테니스,화,"오전, 늦은 오후",ESTP
a1312,필라테스,크로스핏,마라톤,토,"이른 오전, 오후, 늦은 오후, 저녁",ISFJ
a1313,야구,태권도,복싱,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 저녁",INTP
a1314,유도,헬스,배드민턴,화,"이른 오전, 오전, 오후, 저녁",ISFJ
a1315,등산,스키,풋살,"월, 화, 수, 목",이른 오전,INFP
a1316,크로스핏,태권도,풋살,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1317,발야구,크로스핏,보드,"수, 토, 일","오전, 늦은 오후, 저녁",ESFJ
a1318,태권도,보드,골프/스크린골프,"월, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1319,사이클,탁구,보드,화,"이른 오전, 오전, 오후, 저녁, 밤",ESFJ
a1320,러닝,등산,마라톤,"화, 목","이른 오전, 오전, 오후, 저녁, 밤",ENFJ
a1321,사이클,발야구,크로스핏,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFJ
a1322,등산,태권도,배드민턴,"월, 토","오전, 저녁",ESFP
a1323,농구,서핑,주짓수,"월, 수, 금, 토, 일",오전,INTJ
a1324,마라톤,등산,스노보드,"월, 수, 목","오전, 늦은 오후, 밤",ESFP
a1325,등산,러닝,요가,"월, 수, 목, 금, 토","이른 오전, 오전, 밤",ISFJ
a1326,마라톤,수영,등산,"목, 일","늦은 오후, 저녁, 밤",ENTJ
a1327,인라인스케이트,러닝,테니스,화,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a1328,피구,야구,무에타이,"수, 목, 일","오후, 늦은 오후, 밤",INFP
a1329,골프/스크린골프,배드민턴,스쿼시,"월, 화, 수, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",ISFJ
a1330,수영,필라테스,농구,"월, 화, 수, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",INTP
a1331,탁구,골프/스크린골프,인라인스케이트,화,저녁,ESFP
a1332,발야구,야구,보드,"월, 수, 목, 금, 토, 일","오후, 늦은 오후",ISFP
a1333,풋살,인라인스케이트,배구,월,"오전, 오후, 늦은 오후, 밤",INTJ
a1334,스쿼시,배드민턴,탁구,"월, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ISTJ
a1335,헬스,복싱,주짓수,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ESTJ
a1336,스키,인라인스케이트,스노보드,일,"이른 오전, 오후, 밤",ISTP
a1337,무에타이,농구,테니스,목,밤,ISTJ
a1338,마라톤,유도,태권도,"월, 토","늦은 오후, 밤",INTP
a1339,볼링,풋살,서핑,"월, 목, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFP
a1340,골프/스크린골프,마라톤,주짓수,"월, 화, 수, 목, 토",저녁,ISTP
a1341,유도,스키,배구,월,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1342,족구,복싱,크로스핏,화,"오후, 저녁, 밤",ISTJ
a1343,배드민턴,발야구,필라테스,"화, 수, 금","이른 오전, 오전, 저녁",ENFJ
a1344,유도,스쿼시,등산,"화, 수, 금, 토, 일","이른 오전, 오전, 저녁, 밤",ESFJ
a1345,피구,배구,서핑,"화, 목, 금","이른 오전, 밤",INFJ
a1346,스키,축구,농구,"목, 토, 일","오전, 밤",ISFJ
a1347,골프/스크린골프,아이스스케이트,테니스,"화, 수, 목, 금, 토, 일","오전, 늦은 오후, 저녁",ISFP
a1348,테니스,유도,헬스,화,"이른 오전, 오후, 늦은 오후",ISFJ
a1349,아이스스케이트,스키,발야구,"수, 목, 토","오전, 오후, 늦은 오후, 저녁",ESTJ
a1350,등산,무에타이,헬스,"토, 일","이른 오전, 오후, 늦은 오후",ESFJ
a1351,스노보드,탁구,테니스,"월, 화","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFP
a1352,풋살,아이스스케이트,야구,목,"이른 오전, 오전, 오후, 저녁, 밤",ISFP
a1353,헬스,사이클,스쿼시,"월, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ISTP
a1354,아이스스케이트,족구,스키,"화, 수, 일","이른 오전, 오전, 밤",ESTP
a1355,골프/스크린골프,복싱,배드민턴,"화, 일","오전, 늦은 오후, 밤",ISTJ
a1356,태권도,클라이밍,유도,"월, 화, 수, 금, 토, 일","이른 오전, 늦은 오후",ENTJ
a1357,태권도,축구,테니스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1358,농구,배구,테니스,"목, 금",밤,ESFJ
a1359,등산,볼링,피구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1360,러닝,야구,복싱,"화, 수","오후, 늦은 오후",ENFJ
a1361,마라톤,피구,요가,"화, 목, 일","오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a1362,헬스,야구,발야구,"화, 수, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1363,농구,스노보드,사이클,"월, 화, 금, 일","오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1364,서핑,농구,스노보드,"화, 수, 목, 일",밤,INTJ
a1365,마라톤,크로스핏,보드,"월, 화, 수, 목, 토","오전, 오후, 늦은 오후, 밤",ENTP
a1366,축구,볼링,피구,"월, 화, 수, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1367,농구,발야구,사이클,"월, 수, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1368,주짓수,태권도,농구,"월, 화, 수, 일",밤,ISTJ
a1369,크로스핏,인라인스케이트,배드민턴,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 밤",ESTJ
a1370,풋살,태권도,농구,"월, 화, 수, 목, 토, 일","이른 오전, 밤",ESTJ
a1371,테니스,야구,보드,"월, 화, 금, 토, 일","이른 오전, 오전, 밤",ESFP
a1372,수영,사이클,태권도,"월, 목, 금, 일",늦은 오후,INTJ
a1373,스키,마라톤,복싱,"월, 화, 수, 목, 금, 토",오후,INTP
a1374,탁구,족구,필라테스,"화, 토","이른 오전, 오전, 밤",ISTP
a1375,마라톤,테니스,태권도,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1376,족구,주짓수,야구,"월, 화","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFP
a1377,사이클,테니스,풋살,화,"이른 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1378,클라이밍,수영,주짓수,"월, 목, 금",저녁,ISFP
a1379,스노보드,피구,배구,"월, 화, 수, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ESTJ
a1380,스노보드,유도,볼링,"월, 화, 수, 목, 금, 토, 일","저녁, 밤",ISTP
a1381,발야구,사이클,유도,"월, 화, 목, 금, 토, 일","오전, 늦은 오후, 저녁, 밤",INFJ
a1382,클라이밍,스노보드,필라테스,"월, 화, 수, 목, 금, 토, 일",밤,ENFJ
a1383,수영,태권도,농구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1384,테니스,족구,무에타이,토,"이른 오전, 오전, 오후, 저녁, 밤",ENTP
a1385,등산,축구,복싱,"월, 수, 금, 일",늦은 오후,ESTP
a1386,헬스,크로스핏,피구,"화, 수, 목, 금, 일","오전, 오후, 밤",ENTJ
a1387,축구,보드,볼링,"화, 수, 목, 금, 일","오전, 오후, 늦은 오후, 저녁",ESFJ
a1388,서핑,클라이밍,배드민턴,"수, 목, 토, 일","오전, 오후, 늦은 오후, 밤",INFJ
a1389,헬스,등산,러닝,"월, 화",오전,INFJ
a1390,풋살,유도,골프/스크린골프,"월, 화, 수",늦은 오후,ISFP
a1391,풋살,복싱,골프/스크린골프,"월, 수, 목, 금, 토, 일","오전, 오후",ESFP
a1392,크로스핏,배드민턴,무에타이,"월, 화, 수, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1393,풋살,농구,필라테스,"목, 일",저녁,ISTJ
a1394,서핑,사이클,무에타이,"월, 목, 토","오후, 늦은 오후, 저녁",ENFJ
a1395,복싱,서핑,사이클,"수, 금, 토, 일","이른 오전, 늦은 오후, 저녁, 밤",ISFP
a1396,스쿼시,복싱,야구,수,저녁,ISFJ
a1397,아이스스케이트,주짓수,마라톤,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a1398,풋살,테니스,스키,"월, 화, 수, 일","이른 오전, 저녁",ISFJ
a1399,볼링,러닝,서핑,"월, 수, 금, 일","오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1400,복싱,배드민턴,필라테스,"월, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ESTJ
a1401,보드,배드민턴,요가,"월, 금, 토, 일","이른 오전, 오후, 저녁, 밤",ESTP
a1402,인라인스케이트,족구,탁구,"월, 화, 수, 목, 토, 일",오후,ESFJ
a1403,탁구,발야구,요가,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 저녁",INFP
a1404,요가,축구,아이스스케이트,화,"이른 오전, 오전, 오후",ISTP
a1405,복싱,무에타이,족구,"월, 화, 목, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1406,무에타이,배드민턴,클라이밍,"월, 수, 목, 금, 토, 일","오전, 저녁",ISFJ
a1407,탁구,무에타이,축구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 저녁",ENFP
a1408,농구,배구,러닝,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ESTJ
a1409,농구,러닝,복싱,"수, 목, 금","오전, 오후",INTJ
a1410,축구,유도,족구,"월, 화, 수, 목, 금, 토, 일","오후, 늦은 오후",ESTP
a1411,피구,수영,서핑,"수, 목","이른 오전, 오전, 저녁, 밤",ESTJ
a1412,유도,풋살,골프/스크린골프,"화, 수, 목, 금, 일","이른 오전, 오전, 오후, 저녁, 밤",ENFJ
a1413,아이스스케이트,요가,피구,"수, 금","오전, 오후",ENTJ
a1414,스쿼시,골프/스크린골프,등산,"월, 화, 수, 토","이른 오전, 오전",ISTJ
a1415,배구,복싱,태권도,"월, 화, 수, 목, 금, 토, 일","오후, 늦은 오후, 저녁",ENTJ
a1416,요가,헬스,러닝,"월, 수, 목","이른 오전, 오전, 밤",INFP
a1417,아이스스케이트,스키,풋살,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1418,풋살,배구,아이스스케이트,"월, 수, 목, 금, 토, 일",저녁,INTJ
a1419,배구,필라테스,무에타이,"월, 화, 수","이른 오전, 오전, 오후, 저녁, 밤",INTJ
a1420,등산,축구,인라인스케이트,"수, 금","오후, 저녁",ISTJ
a1421,인라인스케이트,배구,풋살,"월, 수, 목, 금, 토, 일","오전, 저녁, 밤",INFP
a1422,스키,스노보드,헬스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후",INFP
a1423,배드민턴,배구,주짓수,금,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
